timestamp	from_account	to_account	amount	location	is_fraud
2025-06-03 08:12:28	64071322	62896837	518585	RO	0
2025-06-03 08:27:15	93713779	66629322	800689	DE	0
2025-06-03 08:00:31	81901722	83265593	244307	HU	0
2025-06-03 08:32:14	12539691	80324696	743539	RO	0
2025-06-03 08:07:02	41876104	80583508	896676	PL	0
2025-06-03 08:44:15	37826197	50717220	89252247	DE	1
2025-06-03 08:08:09	32106292	58472299	455336	HU	0
2025-06-03 08:44:58	65112685	56740620	895525	SK	0
2025-06-03 08:00:11	96365487	92449593	1282532	SK	1
2025-06-03 08:40:39	92394195	43495661	661965	SK	0
2025-06-03 08:10:25	20473769	73717556	63301	HU	0
2025-06-03 08:42:21	88420815	71358054	674607	DE	0
2025-06-03 08:49:50	48379787	81127364	645659	PL	0
2025-06-03 08:16:38	94399985	63927106	546030	DE	0
2025-06-03 08:16:54	32089246	58668685	44385	SK	0
2025-06-03 08:55:34	78277662	90363185	315349	HU	0
2025-06-03 08:04:56	72726234	68735547	906650	PL	0
2025-06-03 08:42:48	35241279	29059121	286693	DE	0
2025-06-03 08:14:43	47863561	35567091	758485	HU	0
2025-06-03 08:59:43	65959588	82527313	603467	HU	0
2025-06-03 08:24:07	82862398	39368892	458927	RO	0
2025-06-03 08:22:46	92078179	79660313	125953	PL	0
2025-06-03 08:54:11	41362181	37746205	482681	RO	0
2025-06-03 08:58:15	35421324	61046401	393985	DE	0
2025-06-03 08:16:52	41522138	46211784	715871	RO	0
2025-06-03 08:46:59	13068822	24433701	988583	HU	0
2025-06-03 08:45:53	87757610	85373712	341782	DE	0
2025-06-03 08:56:00	19361917	74633704	197034	PL	0
2025-06-03 08:16:51	42923566	12934768	367651	DE	0
2025-06-03 08:15:17	59538732	55797973	313983	RO	0
2025-06-03 08:08:18	17901588	16682798	985195	PL	0
2025-06-03 08:41:51	99956086	38492977	802940	SK	0
2025-06-03 08:18:06	85533137	10871769	270548	RO	0
2025-06-03 08:51:17	14023456	17965937	4242781	HU	1
2025-06-03 08:05:45	45972120	58520106	906117	RO	0
2025-06-03 08:07:12	79048692	41924352	550434	SK	0
2025-06-03 08:31:03	83953469	41124935	209994	HU	0
2025-06-03 08:01:47	44069037	93290666	132244	DE	0
2025-06-03 08:43:23	36761581	50524702	165279	RO	0
2025-06-03 08:02:21	47517487	31756559	29972069	HU	1
2025-06-03 08:42:02	86164205	70840139	670830	PL	0
2025-06-03 08:30:36	14785048	74288193	490783	PL	0
2025-06-03 08:37:25	55529442	95309700	877769	RO	0
2025-06-03 08:48:25	93615296	78748488	82984	HU	0
2025-06-03 08:05:08	21219683	76244742	786257	HU	0
2025-06-03 08:49:37	99842401	94676192	506056	SK	0
2025-06-03 08:05:36	14474335	16621069	106586	DE	0
2025-06-03 08:55:05	37119367	10962114	480576	HU	0
2025-06-03 08:30:14	46817175	18366355	406093	HU	0
2025-06-03 08:05:46	36994827	71816750	61594	HU	0
2025-06-03 08:27:43	79339622	54338777	257529	HU	0
2025-06-03 08:35:29	61808109	41014232	881159	DE	0
2025-06-03 08:29:07	57017084	47137040	699561	RO	0
2025-06-03 08:14:57	53703338	97961527	373642	RO	0
2025-06-03 08:15:20	55204302	60438980	265825	RO	0
2025-06-03 08:51:39	28304570	63542142	160912	PL	0
2025-06-03 08:37:56	80664802	23177455	260682	DE	0
2025-06-03 08:52:45	22153884	70347504	3303662	DE	1
2025-06-03 08:32:44	70046191	98353312	102445	PL	0
2025-06-03 08:33:11	39090257	89297911	975582	SK	0
2025-06-03 08:59:57	36720391	75857158	638656	SK	0
2025-06-03 08:41:15	99247765	81731162	1635370	RO	1
2025-06-03 08:16:03	10680574	43573780	900517	PL	0
2025-06-03 08:48:24	37838679	61206059	58172	PL	0
2025-06-03 08:08:23	62732676	37998536	618265	HU	0
2025-06-03 08:54:57	19309827	10393330	171757	SK	0
2025-06-03 08:37:51	69722395	96461042	723593	DE	0
2025-06-03 08:21:13	17657956	69581257	750142	RO	0
2025-06-03 08:31:52	49129880	27045626	821022	SK	0
2025-06-03 08:22:16	35294681	54373978	519305	PL	0
2025-06-03 08:57:02	64692903	23325139	65434	RO	0
2025-06-03 08:02:04	99694509	60036815	101552882	DE	1
2025-06-03 08:40:04	61430140	56263399	197747	DE	0
2025-06-03 08:34:26	76086710	52869798	696580	SK	0
2025-06-03 08:28:39	33222649	11646172	789119	PL	0
2025-06-03 08:59:12	25469387	88889732	583337	PL	0
2025-06-03 08:27:16	62751949	58308411	863504	PL	0
2025-06-03 08:10:59	20473769	96598272	227963	HU	0
2025-06-03 08:08:43	42299449	56586466	84408	RO	0
2025-06-03 08:32:57	24202902	85372875	2891904	RO	1
2025-06-03 08:13:36	76627262	85107065	915096	PL	0
2025-06-03 08:28:40	70357406	74369087	24847	HU	0
2025-06-03 08:11:47	27424073	98119307	917267	RO	0
2025-06-03 08:08:13	43661241	89980585	770802	PL	0
2025-06-03 08:29:25	57979732	74037052	156166	RO	0
2025-06-03 08:39:28	96856068	26584299	376210	SK	0
2025-06-03 08:58:28	24656933	49128945	1265685	HU	1
2025-06-03 08:30:15	68535605	72167300	959428	RO	0
2025-06-03 08:34:35	21056241	52157536	930065	RO	0
2025-06-03 08:56:59	65293497	64718857	446161	PL	0
2025-06-03 08:02:57	79977488	85313237	178708	RO	0
2025-06-03 08:59:12	23255596	84398487	18454	RO	0
2025-06-03 08:38:39	99135190	29379551	840781	SK	0
2025-06-03 08:23:11	64367875	73376321	254563	PL	0
2025-06-03 08:33:23	26886099	36424423	95794	HU	0
2025-06-03 08:01:28	89517532	37576785	746618	SK	0
2025-06-03 08:58:01	52212598	47712372	587568	DE	0
2025-06-03 08:05:27	15176807	86655386	165504	HU	0
2025-06-03 08:58:48	66576010	47976858	296590	PL	0
2025-06-03 08:03:37	36701796	29974578	389454	HU	0
2025-06-03 08:12:28	98561269	50723046	326935	PL	0
2025-06-03 08:29:13	66964988	88997880	593994	PL	0
2025-06-03 08:02:11	95738563	70799152	218519	DE	0
2025-06-03 08:21:09	53728081	61472033	495088	SK	0
2025-06-03 08:15:37	82776510	68424885	65207	SK	0
2025-06-03 08:14:10	44128380	65815353	660099	RO	0
2025-06-03 08:45:13	13556200	99716704	67572	PL	0
2025-06-03 08:53:34	22972834	94112877	222774	SK	0
2025-06-03 08:26:56	47225666	44526749	29402189	DE	1
2025-06-03 08:13:51	87373339	10063398	566620	HU	0
2025-06-03 08:30:24	21291715	10205861	4086810	SK	1
2025-06-03 08:32:40	62067838	92211522	482930	RO	0
2025-06-03 08:40:05	31316475	77658394	541394	SK	0
2025-06-03 08:32:06	43907260	27558035	75685	PL	0
2025-06-03 08:33:34	90368838	96611439	484519	PL	0
2025-06-03 08:23:40	52722248	93453021	497775	HU	0
2025-06-03 08:07:42	75576194	41039221	505906	RO	0
2025-06-03 08:45:51	66942764	53731811	955034	SK	0
2025-06-03 08:43:30	29004360	23683496	125713	PL	0
2025-06-03 08:50:32	28534825	60921625	510599	PL	0
2025-06-03 08:17:41	40793919	43696727	597010	SK	0
2025-06-03 08:46:21	14087624	78175153	341660	SK	0
2025-06-03 08:48:51	49090507	72468117	138715	PL	0
2025-06-03 08:52:00	62842341	52008034	270713	DE	0
2025-06-03 08:35:48	31508254	32062871	868135	DE	0
2025-06-03 08:00:51	24280651	86936610	150475	DE	0
2025-06-03 08:15:57	66587826	35024055	493394	DE	0
2025-06-03 08:25:32	56554415	47730950	161133	HU	0
2025-06-03 08:37:32	97615618	38621763	650848	RO	0
2025-06-03 08:16:24	24170539	77936901	927700	RO	0
2025-06-03 08:49:19	50997902	49556865	604717	PL	0
2025-06-03 08:32:30	68672219	28241208	770711	SK	0
2025-06-03 08:31:15	89845926	14346351	459881	RO	0
2025-06-03 08:35:56	26865509	18524171	1089904	DE	1
2025-06-03 08:29:21	24529625	80072287	931205	PL	0
2025-06-03 08:09:30	39860667	90520522	709550	HU	0
2025-06-03 08:44:29	89386771	95403335	337731	HU	0
2025-06-03 08:54:28	64056383	84906515	348603	PL	0
2025-06-03 08:32:48	82582698	92644864	124039	SK	0
2025-06-03 08:04:31	39133526	11573777	391754	HU	0
2025-06-03 08:04:52	35897973	11450452	231161	PL	0
2025-06-03 08:27:30	69729518	15172012	192041	PL	0
2025-06-03 08:48:18	34809357	70000362	426019	RO	0
2025-06-03 08:31:12	32165701	64716545	497057	PL	0
2025-06-03 08:43:22	17483911	67603459	784267	DE	0
2025-06-03 08:15:44	22783467	62900921	682696	PL	0
2025-06-03 08:49:32	73890824	91438956	373900	RO	0
2025-06-03 08:52:22	67029266	14418951	694181	RO	0
2025-06-03 08:02:56	73569770	60477413	833677	SK	0
2025-06-03 08:51:21	80332860	95514422	1229060	SK	1
2025-06-03 08:18:24	53469959	64808883	4553694	DE	1
2025-06-03 08:34:58	54522826	42713462	469241	RO	0
2025-06-03 08:07:22	46339301	38275634	129885	DE	0
2025-06-03 08:04:33	63310771	72083635	886103	RO	0
2025-06-03 08:46:37	57572056	81115887	742190	RO	0
2025-06-03 08:49:47	74407345	65586978	208019	DE	0
2025-06-03 08:14:58	76420617	96561635	1665656	SK	1
2025-06-03 08:53:04	44247376	72620092	98975	RO	0
2025-06-03 08:20:14	99473883	12576107	312686	DE	0
2025-06-03 08:53:29	11401614	78767247	426596	HU	0
2025-06-03 08:34:43	18951502	29570757	970800	SK	0
2025-06-03 08:03:53	77725050	74052781	4654528	RO	1
2025-06-03 08:59:51	71176189	86805690	512504	PL	0
2025-06-03 08:12:32	11539777	65698760	84593	RO	0
2025-06-03 08:34:01	23215962	26965312	276334	DE	0
2025-06-03 08:26:06	35744776	93104591	350894	SK	0
2025-06-03 08:08:55	49144397	14352616	27089	SK	0
2025-06-03 08:09:21	51512205	96514845	220585	DE	0
2025-06-03 08:08:23	82048499	26683542	395622	RO	0
2025-06-03 08:25:37	78594572	77012596	959941	SK	0
2025-06-03 08:24:02	31712173	88778833	535742	SK	0
2025-06-03 08:18:22	20880212	43026119	464399	SK	0
2025-06-03 08:56:04	17103521	37681786	106976	SK	0
2025-06-03 08:01:24	93164407	32875080	133315	DE	0
2025-06-03 08:32:57	98129351	38250168	378771	RO	0
2025-06-03 08:08:11	59074256	65029084	608831	HU	0
2025-06-03 08:52:55	91308577	93195689	3221849	PL	1
2025-06-03 08:01:43	79671582	73845064	626707	HU	0
2025-06-03 08:09:48	17829922	54198785	968148	RO	0
2025-06-03 08:33:13	85556354	16328964	803595	HU	0
2025-06-03 08:49:03	85517752	13951205	107168	SK	0
2025-06-03 08:26:52	92843107	77450680	979298	HU	0
2025-06-03 08:53:41	76900914	19317213	2053838	HU	1
2025-06-03 08:24:04	81525309	46881680	988261	SK	0
2025-06-03 08:42:41	82708404	42060547	161150	HU	0
2025-06-03 08:40:49	72407298	40154810	413753	PL	0
2025-06-03 08:34:56	56301939	95951740	513807	SK	0
2025-06-03 08:04:38	40034906	35236779	747390	DE	0
2025-06-03 08:35:55	90898989	20613669	616260	RO	0
2025-06-03 08:44:21	27070410	70866157	223855	PL	0
2025-06-03 08:57:53	11821318	44053226	638371	DE	0
2025-06-03 08:51:46	39305107	31100197	111768	RO	0
2025-06-03 08:48:35	12654665	56094841	946003	PL	0
2025-06-03 08:47:57	47461794	55161507	1502550	DE	1
2025-06-03 08:27:07	15609196	27173892	489087	DE	0
2025-06-03 08:05:13	66533131	29172308	817921	DE	0
2025-06-03 08:34:18	18966525	34099778	476175	SK	0
2025-06-03 08:39:42	83672725	34688239	554527	DE	0
2025-06-03 08:38:14	54079416	48833741	1837654	SK	1
2025-06-03 08:43:10	76991804	73950294	928040	SK	0
2025-06-03 08:41:11	92021511	48100603	976020	HU	0
2025-06-03 08:53:56	56140144	18207807	403497	PL	0
2025-06-03 08:45:27	12133185	84144984	459335	DE	0
2025-06-03 08:51:00	10712953	91188281	830036	RO	0
2025-06-03 08:51:34	59222581	19191948	755806	RO	0
2025-06-03 08:21:38	28884068	99541932	931516	PL	0
2025-06-03 08:32:33	91491327	90100515	2752961	HU	1
2025-06-03 08:35:48	34972710	47950713	231990	HU	0
2025-06-03 08:11:26	33426235	39139852	578066	RO	0
2025-06-03 08:14:30	92611324	25212288	3099583	PL	1
2025-06-03 08:05:58	88459044	48645336	3264989	HU	1
2025-06-03 08:38:11	93431909	54691148	466901	DE	0
2025-06-03 08:41:38	35381312	82100818	675975	SK	0
2025-06-03 08:02:05	59466493	21842472	3297825	PL	1
2025-06-03 08:45:35	43393391	52504434	440218	SK	0
2025-06-03 08:33:36	51679486	84160966	885197	SK	0
2025-06-03 08:24:22	26088780	77914616	185212	PL	0
2025-06-03 08:32:24	89904672	21109479	3395726	SK	1
2025-06-03 08:18:22	92618333	62721779	167858	RO	0
2025-06-03 08:45:52	46050556	78495047	658707	PL	0
2025-06-03 08:28:13	64761243	44747891	594014	DE	0
2025-06-03 08:46:28	17468074	44204304	869799	DE	0
2025-06-03 08:12:45	77587243	46405827	2322576	DE	1
2025-06-03 08:53:09	88114972	74978255	4313786	DE	1
2025-06-03 08:08:28	62732676	18574727	618563	SK	0
2025-06-03 08:18:22	95855948	21419078	686961	DE	0
2025-06-03 08:24:13	98498375	28504259	132722	DE	0
2025-06-03 08:46:58	50406100	61774655	893160	HU	0
2025-06-03 08:04:03	90621658	29020505	2879403	HU	1
2025-06-03 08:54:35	35472007	21489932	125784	HU	0
2025-06-03 08:35:05	18394591	13449840	946886	RO	0
2025-06-03 08:59:31	76716039	62974407	2844879	RO	1
2025-06-03 08:50:01	90740273	58818230	83051	SK	0
2025-06-03 08:02:28	66449603	98676102	68911	DE	0
2025-06-03 08:17:29	11408736	23287865	330896	RO	0
2025-06-03 08:48:17	24504307	28800458	155559	DE	0
2025-06-03 08:40:11	71423107	60671004	295100	RO	0
2025-06-03 08:22:14	84429384	41444548	355148	SK	0
2025-06-03 08:26:26	92859677	21773340	328343	SK	0
2025-06-03 08:30:19	56704953	29847286	765944	RO	0
2025-06-03 08:39:40	59555525	45393507	507380	HU	0
2025-06-03 08:24:13	87478947	65475426	170861	HU	0
2025-06-03 08:59:36	72655081	69320544	608359	SK	0
2025-06-03 08:30:55	75882239	17414648	249442	DE	0
2025-06-03 08:32:57	47312161	42808335	293345	PL	0
2025-06-03 08:21:28	30691589	98954841	820762	HU	0
2025-06-03 08:18:04	93788381	36745067	342785	SK	0
2025-06-03 08:02:21	76670555	76891620	999953	PL	0
2025-06-03 08:48:50	29512517	80669953	172608	SK	0
2025-06-03 08:57:12	22797415	18483842	4497285	SK	1
2025-06-03 08:52:14	44245375	70311243	647051	HU	0
2025-06-03 08:20:19	47104967	71000546	313951	PL	0
2025-06-03 08:39:43	35872091	61207801	818778	HU	0
2025-06-03 08:49:34	99858251	51177364	135339	DE	0
2025-06-03 08:00:34	30838381	73495796	756474	PL	0
2025-06-03 08:09:50	33945565	24632315	889611	PL	0
2025-06-03 08:43:04	44659815	55270958	949447	SK	0
2025-06-03 08:17:56	45757275	86867359	975555	HU	0
2025-06-03 08:03:18	71937286	65677965	891901	SK	0
2025-06-03 08:23:00	80779527	18964836	809926	PL	0
2025-06-03 08:11:00	98961011	16719904	892879	DE	0
2025-06-03 08:57:27	45388493	61258276	998119	DE	0
2025-06-03 08:33:21	24202902	65257357	632893	RO	0
2025-06-03 08:37:00	30498119	46587441	643178	DE	0
2025-06-03 08:39:01	74189777	13517394	811103	DE	0
2025-06-03 08:51:09	60285415	55968536	364907	PL	0
2025-06-03 08:39:58	74553160	57332882	81887	RO	0
2025-06-03 08:06:47	13260570	55681107	630456	SK	0
2025-06-03 08:43:21	20538137	41000173	669823	HU	0
2025-06-03 08:28:19	40327733	15248770	368028	SK	0
2025-06-03 08:41:41	82969859	72428839	258630	RO	0
2025-06-03 08:28:49	42678546	53228920	138352	RO	0
2025-06-03 08:42:38	19783846	47739679	45188	SK	0
2025-06-03 08:11:40	90350356	14148091	131236	PL	0
2025-06-03 08:19:21	58827757	11040892	215277	RO	0
2025-06-03 08:52:54	45850206	59512979	671599	RO	0
2025-06-03 08:54:17	94979316	86890985	535149	RO	0
2025-06-03 08:51:38	86616742	42930385	646529	HU	0
2025-06-03 08:56:47	92639047	64706816	144733426	HU	1
2025-06-03 08:45:35	11545859	27197837	491438	SK	0
2025-06-03 08:54:44	87807478	46823606	785365	PL	0
2025-06-03 08:42:31	33701438	98668956	212540	RO	0
2025-06-03 08:08:26	41115763	83649776	898487	RO	0
2025-06-03 08:20:50	91076392	29758675	299246	HU	0
2025-06-03 08:48:43	86783265	24201551	319164	SK	0
2025-06-03 08:34:51	38332176	46048645	95820	SK	0
2025-06-03 08:24:36	28739600	48483834	68844	HU	0
2025-06-03 08:12:01	58518606	35568952	342577	HU	0
2025-06-03 08:17:33	15571469	77435331	344398	HU	0
2025-06-03 08:53:37	18539027	23741181	663602	RO	0
2025-06-03 08:55:37	12465934	42565332	33053976	DE	1
2025-06-03 08:24:29	37732676	73417591	921124	PL	0
2025-06-03 08:21:46	42791572	85038790	258266	PL	0
2025-06-03 08:47:39	51913161	91571224	38058	HU	0
2025-06-03 08:39:17	77911391	89749745	875708	PL	0
2025-06-03 08:43:00	49828338	51897165	460609	RO	0
2025-06-03 08:08:52	96465209	22288951	132197712	SK	1
2025-06-03 08:24:10	99639470	38690717	141683	DE	0
2025-06-03 08:35:16	45131382	32985601	292463	RO	0
2025-06-03 08:50:48	19263172	20220981	254983	DE	0
2025-06-03 08:09:38	49542702	90543406	831518	SK	0
2025-06-03 08:32:00	82464635	38203456	210853	RO	0
2025-06-03 08:19:10	57559032	80875654	11157	SK	0
2025-06-03 08:16:37	64519048	71980153	255217	HU	0
2025-06-03 08:24:35	17800522	56664718	201461	HU	0
2025-06-03 08:24:32	39226211	14214068	884942	HU	0
2025-06-03 08:20:17	55267677	61842276	476682	HU	0
2025-06-03 08:24:22	31712173	23614928	545307	HU	0
2025-06-03 08:06:30	81566892	52805248	562231	HU	0
2025-06-03 08:27:47	95427486	95880961	191136	SK	0
2025-06-03 08:51:43	22914474	38495954	908072	RO	0
2025-06-03 08:40:51	56447080	55789268	189448293	SK	1
2025-06-03 08:12:40	97235964	52922141	256168	HU	0
2025-06-03 08:20:16	58147771	59810437	18123	PL	0
2025-06-03 08:37:49	79712821	31207042	1817181	RO	1
2025-06-03 08:00:39	59220862	86989792	508861	DE	0
2025-06-03 08:36:41	10248754	45992162	319224	DE	0
2025-06-03 08:35:58	61808109	42989351	1629694	SK	1
2025-06-03 08:12:24	85726330	77217284	511664	DE	0
2025-06-03 08:46:27	88686045	27694547	767383	RO	0
2025-06-03 08:54:17	23424599	43726058	4351971	DE	1
2025-06-03 08:06:22	76531113	77404270	44882	RO	0
2025-06-03 08:07:57	95749700	14644365	58511	SK	0
2025-06-03 08:09:37	56724440	11830396	1814723	RO	1
2025-06-03 08:36:43	32208845	62839068	907356	DE	0
2025-06-03 08:12:14	22848506	34828693	542782	DE	0
2025-06-03 08:08:55	78840664	43857104	138506504	PL	1
2025-06-03 08:38:36	91112167	71264320	69902	DE	0
2025-06-03 08:57:38	47876888	57862881	480825	RO	0
2025-06-03 08:14:05	61312380	57257560	623364	PL	0
2025-06-03 08:00:55	78827393	35755706	638036	PL	0
2025-06-03 08:50:35	47826040	90408583	557076	HU	0
2025-06-03 08:12:16	23914922	18961741	792196	HU	0
2025-06-03 08:32:53	38442155	84392212	173162	RO	0
2025-06-03 08:31:30	57438051	76864912	637894	SK	0
2025-06-03 08:37:59	41734127	85295686	684002	RO	0
2025-06-03 08:12:27	39392395	92660313	811748	HU	0
2025-06-03 08:52:11	69740227	12834741	785677	HU	0
2025-06-03 08:14:04	55285599	19403749	631384	RO	0
2025-06-03 08:43:44	57053743	28734836	763470	DE	0
2025-06-03 08:13:33	73153443	20067040	482915	RO	0
2025-06-03 08:53:19	53219640	70116256	248089	PL	0
2025-06-03 08:01:02	22909602	72767313	455274	PL	0
2025-06-03 08:57:57	72160893	82834608	107179	PL	0
2025-06-03 08:16:33	75493438	82231421	688404	PL	0
2025-06-03 08:19:43	42074566	57556878	41675	PL	0
2025-06-03 08:12:25	14288315	29120615	346503	DE	0
2025-06-03 08:49:54	65248472	83803680	834584	SK	0
2025-06-03 08:37:22	66367577	78563267	199462	PL	0
2025-06-03 08:36:54	67923225	94775261	674807	PL	0
2025-06-03 08:08:49	42726740	53978966	247702	DE	0
2025-06-03 08:26:43	41549851	94191652	38153492	HU	1
2025-06-03 08:30:08	32570997	97675176	135052986	RO	1
2025-06-03 08:52:49	14112937	84250943	871411	HU	0
2025-06-03 08:36:22	94844808	32820507	838714	PL	0
2025-06-03 08:12:13	87073527	76609340	3600423	DE	1
2025-06-03 08:59:38	76716039	87875753	472932	RO	0
2025-06-03 08:16:19	14639038	59831261	861858	SK	0
2025-06-03 08:08:36	45225234	30444614	143885813	RO	1
2025-06-03 08:58:00	10003097	42564784	2062195	RO	1
2025-06-03 08:48:01	26662599	47627375	264251	PL	0
2025-06-03 08:47:21	75706031	10149569	390350	HU	0
2025-06-03 08:28:18	67114048	79573849	937266	RO	0
2025-06-03 08:14:42	34925407	74787141	222513	RO	0
2025-06-03 08:10:56	77150074	74916637	505646	SK	0
2025-06-03 08:23:41	16565481	71208945	80533	DE	0
2025-06-03 08:41:17	27025382	78021350	854220	PL	0
2025-06-03 08:59:22	37457791	26514249	995176	SK	0
2025-06-03 08:54:38	97327380	84825913	321150	RO	0
2025-06-03 08:16:43	91697602	77533463	1676070	RO	1
2025-06-03 08:56:47	24896441	31187426	558878	HU	0
2025-06-03 08:58:58	73819543	44659015	51431	HU	0
2025-06-03 08:09:58	22627583	65912899	876548	PL	0
2025-06-03 08:21:17	84692270	53199038	464747	SK	0
2025-06-03 08:09:04	78817245	34727370	416551	SK	0
2025-06-03 08:50:29	77944034	23113435	655053	HU	0
2025-06-03 08:53:10	80255948	82957829	98894	PL	0
2025-06-03 08:18:50	12670983	43747478	103043	PL	0
2025-06-03 08:22:27	31756086	99070380	860968	SK	0
2025-06-03 08:03:50	13251982	86962844	46821	DE	0
2025-06-03 08:52:41	11029334	34499378	949113	SK	0
2025-06-03 08:04:39	49768559	77461788	11728	DE	0
2025-06-03 08:22:38	23387932	72181541	433986	PL	0
2025-06-03 08:44:57	31663971	28247542	525340	SK	0
2025-06-03 08:29:54	90459523	73486607	812881	SK	0
2025-06-03 08:32:14	37187231	77814097	705495	RO	0
2025-06-03 08:30:00	37267897	20126088	729956	RO	0
2025-06-03 08:37:59	80686617	63571532	956868	HU	0
2025-06-03 08:41:32	23244961	21084271	554146	SK	0
2025-06-03 08:42:44	94366472	13385246	327203	RO	0
2025-06-03 08:32:19	98143238	48876377	912147	RO	0
2025-06-03 08:40:34	91823801	93159499	915614	RO	0
2025-06-03 08:22:33	31076675	18655057	976552	HU	0
2025-06-03 08:04:28	18740901	91661576	983704	DE	0
2025-06-03 08:11:31	32780878	36790460	24183	DE	0
2025-06-03 08:33:44	95336409	19603233	404244	RO	0
2025-06-03 08:20:59	18425067	68855695	77705	DE	0
2025-06-03 08:47:59	98625233	72320079	252634	HU	0
2025-06-03 08:23:52	54054056	48582282	1792056	HU	1
2025-06-03 08:19:54	11014745	40272280	650022	HU	0
2025-06-03 08:03:13	23572154	64186749	21603	PL	0
2025-06-03 08:40:57	61233678	37229292	708995	RO	0
2025-06-03 08:30:03	60793087	32508343	361372	PL	0
2025-06-03 08:12:33	65374749	30359266	276357	HU	0
2025-06-03 08:24:44	79819039	50243836	474119	HU	0
2025-06-03 08:54:28	35343657	37839501	880842	HU	0
2025-06-03 08:08:28	93589639	29927117	623242	SK	0
2025-06-03 08:06:01	27704988	72706117	506398	SK	0
2025-06-03 08:20:35	31320756	52190852	451107	RO	0
2025-06-03 08:56:53	97268608	68050061	551533	HU	0
2025-06-03 08:31:27	98986833	57220332	422618	RO	0
2025-06-03 08:44:15	73417337	26788223	193489	PL	0
2025-06-03 08:50:23	96819917	45422521	623722	SK	0
2025-06-03 08:06:47	26324793	97543661	4813211	HU	1
2025-06-03 08:32:56	20820560	37999260	626100	DE	0
2025-06-03 08:09:07	38446922	87016670	104813673	HU	1
2025-06-03 08:52:13	99312604	92444444	848661	RO	0
2025-06-03 08:32:44	26955591	31924496	108700	DE	0
2025-06-03 08:25:38	72726208	99678295	252392	HU	0
2025-06-03 08:07:51	39151649	89001910	533170	PL	0
2025-06-03 08:56:26	85906110	23318708	397748	PL	0
2025-06-03 08:50:11	67095817	31847795	1024108	SK	1
2025-06-03 08:29:52	58365943	54492464	909734	RO	0
2025-06-03 08:28:03	88362196	13558541	101957	RO	0
2025-06-03 08:07:22	43118618	55022615	273627	DE	0
2025-06-03 08:11:02	98813663	45670415	105565	HU	0
2025-06-03 08:31:32	64356137	70780726	928878	DE	0
2025-06-03 08:04:29	15184095	52942419	467013	HU	0
2025-06-03 08:14:17	89828332	33331847	950430	DE	0
2025-06-03 08:24:02	34518313	73363235	448701	SK	0
2025-06-03 08:12:50	93128710	21668624	343007	DE	0
2025-06-03 08:59:49	81599785	35554941	928389	RO	0
2025-06-03 08:05:42	19975362	90367665	712924	RO	0
2025-06-03 08:06:41	95937314	35736266	469004	DE	0
2025-06-03 08:14:13	20583658	74153694	253907	PL	0
2025-06-03 08:47:38	81155612	32690583	223262	HU	0
2025-06-03 08:26:18	25903592	72514558	320885	PL	0
2025-06-03 08:06:02	44669596	98686577	990608	RO	0
2025-06-03 08:07:03	31490499	41198903	1198716	SK	1
2025-06-03 08:59:19	25842450	93774973	317963	DE	0
2025-06-03 08:27:25	26033242	81443000	474751	HU	0
2025-06-03 08:26:34	86577520	88287201	395044	DE	0
2025-06-03 08:38:43	77027079	66509885	72440	DE	0
2025-06-03 08:49:14	12006169	11115254	729874	DE	0
2025-06-03 08:15:50	72180845	34908979	3391759	SK	1
2025-06-03 08:19:50	56045266	95031753	859438	PL	0
2025-06-03 08:16:48	40104822	62481757	473060	DE	0
2025-06-03 08:16:38	99273498	23926451	3760549	HU	1
2025-06-03 08:43:33	37421885	39339397	626084	SK	0
2025-06-03 08:53:30	28695401	60107747	1592300	HU	1
2025-06-03 08:20:01	49966999	88108324	353060	RO	0
2025-06-03 08:07:13	57118565	39185355	524219	HU	0
2025-06-03 08:43:34	52489248	90477237	579039	PL	0
2025-06-03 08:44:22	60361307	66093971	746469	PL	0
2025-06-03 08:10:50	34085323	76845634	60946	SK	0
2025-06-03 08:17:36	96777728	58597285	478492	HU	0
2025-06-03 08:47:23	90911134	14719920	402116	PL	0
2025-06-03 08:40:21	71209619	60863525	385737	SK	0
2025-06-03 08:55:48	98548438	65027928	347584	RO	0
2025-06-03 08:44:54	66273019	38471057	1394064	SK	1
2025-06-03 08:28:21	40243858	90086014	2371405	RO	1
2025-06-03 08:26:35	98722912	75973937	211383	RO	0
2025-06-03 08:46:47	46455109	59487396	248283	SK	0
2025-06-03 08:39:40	67062542	62836682	406337	DE	0
2025-06-03 08:02:33	33709245	69615605	356917	SK	0
2025-06-03 08:50:41	39987385	92179500	923197	SK	0
2025-06-03 08:01:20	45868546	60807096	489089	HU	0
2025-06-03 08:59:58	76167180	35467858	454864	HU	0
2025-06-03 08:16:23	72180845	52288054	4818761	RO	1
2025-06-03 08:10:17	75792531	24975558	398617	SK	0
2025-06-03 08:02:38	87586663	69223328	308718	PL	0
2025-06-03 08:39:01	89288962	34556986	293648	DE	0
2025-06-03 08:05:15	84953192	56693835	302366	RO	0
2025-06-03 08:09:30	45042228	45819156	134552	DE	0
2025-06-03 08:10:41	48061815	33774525	416811	PL	0
2025-06-03 08:46:19	73647559	48375396	271829	PL	0
2025-06-03 08:49:26	64292632	83644003	1152824	PL	1
2025-06-03 08:00:03	16767593	63422270	2917542	PL	1
2025-06-03 08:30:31	13747273	92777407	503014	HU	0
